,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
⚜️Sheeesh! Some glam,<Post CaPtbh6oeLi>,40,9,"['jointhepact', 'member', 'inspiration', 'connecting', 'earrings', 'handmadejewelry', 'oneofakind', 'voguenl', 'speakyourmind', 'pactcollective', 'inspirational', 'community']",21/02/22,"⚜️Sheeesh! Some glam for you this monday, because our member @bygoldiie makes bomb earrings and they got featured in this @nlvogue edition. Each piece is unique and this handcrafted gem deserves the spotlight 100%. Keep shining ya light this week!

credits:
styled by: @esmeraldaschipper 
model: @itsmunganyende (check her IG for the full story behind the pic!)
photography: @mounirraji 
styling assistent: @j.scoop 
hair stylist: @eldridge_mullenhof 
makeup artist: @anitajolles 
photography assistent: @timothyhoenson. *
*
*
#jointhepact
#member news #inspiration #connecting #earrings #handmadejewelry #oneofakind #voguenl #speakyourmind #pactcollective #inspirational #community",682,"[{'text': '❤️', 'length': 2}, {'text': '❤️', 'length': 2}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': '@bygoldiie 🔥🔥🔥', 'length': 14}]"
What do you,<Post CaHfHXqoq6D>,-1,0,"['pact', 'impact', 'raiseyourvoice', 'speakyourmind', 'pactcollective', 'inspiration', 'community', 'wedocare']",18/02/22,"What do you care about? Let’s hear it. PACT organizes panel groups, surveys and creative sessions sessions with our members to directly advice major brands & organizations. (And did we mention you can earn a little 💸 while doing so?) Join us now. Link in bio 🪂
*
*
*
#pact
#impact #raiseyourvoice #speakyourmind #pactcollective #inspiration #community #wedocare",361,None
Without further ado:,<Post CaFWNP3I_QC>,47,7,"['2', 'jointhepact', 'femalebossdepodcast', 'femaleboss', 'podcasts', 'inspirational', 'aspirational', 'journey', 'pactworldwide', 'linkinbio', 'speakyourmind', 'raiseyourvoice', 'femalerolemodels', 'ownbusiness']",17/02/22,"Without further ado: meet PACT’s founder and CEO Melanie Bosveld! With her no nonsense attitude, unapologetic drive and sincere intentions she has quite a story to tell. Want to know all about it? @melanie_kultandace was featured in the latest edition of the @femalebossdepodcast , where she shares her honest journey.
📷first pic: @rachelecclestone 
📸#2: @yasmijntanphotography 
*
*
*
*
#jointhepact
#femalebossdepodcast #femaleboss #podcasts #inspirational #aspirational #journey #pactworldwide #linkinbio #speakyourmind #raiseyourvoice #femalerolemodels #ownbusiness",568,"[{'text': 'Goooo PACT! 👏🔥', 'length': 14}, {'text': '👏👏👏❤️', 'length': 5}, {'text': '🔥🔥🔥', 'length': 3}]"
Share it with,<Post CaCygibtC1B>,-1,2,"['jointhepact', 'linkinbio', 'shareyourvoice', 'speakyourmind', 'daretoshare', 'makethemlisten', 'youdeservetobeheard', 'impact', 'connection', 'inspiration']",16/02/22,"Share it with people that want to listen.
Share it with people that need to listen.
Share it with the people that are close to you. 
Share it with the people in the back. 
Share your voice, your thoughts, your opinions and your criticism.You deserve to be heard. Join the conversation. Join the pact. 
*
*
#jointhepact 
#linkinbio #shareyourvoice #speakyourmind #daretoshare #makethemlisten #youdeservetobeheard #impact #connection #inspiration",444,"[{'text': 'Send pic to @support_.women', 'length': 27}, {'text': '🙏🏽🙏🏽🙏🏽🙏🏽', 'length': 8}]"
PACT believes it’s,<Post CZ_gXQBI6R8>,-1,3,"['jointhepact', 'impact', 'shareyouropinion', 'speakyourmind', 'newgeneration', 'connect', 'getinspired', 'power', 'impact', 'memberwork', 'breathoffreshair', 'pactcollective']",15/02/22,"PACT believes it’s time to shake up the game. With our ever growing member community we can tell brands exactly what we need. Get involved. Join the pact.
*
*
*
*
*
#jointhepact 
 #impact #shareyouropinion #speakyourmind #newgeneration #connect #getinspired #power #impact #memberwork #breathoffreshair #pactcollective",318,"[{'text': '🔥', 'length': 1}, {'text': '👏👏👏', 'length': 3}, {'text': 'Do it', 'length': 5}]"
The results are,<Post CZ-IPQnoK3a>,-1,0,"['jointhepact', 'happyvalentinesday', 'romanticmovies', 'yourpick', 'decisionmaking', 'netflixandchill', 'loveisintheair', 'sweetfilmsticky']",14/02/22,"The results are in! Your pick of The Best Unconventional Movies about Love. Don’t forget to love yourself the most today, and your ‘happy ever after’ is guaranteed. 💋🎬
*
*
*
*
*
#jointhepact
#happyvalentinesday #romanticmovies #yourpick #decisionmaking #netflixandchill #loveisintheair #sweetfilmsticky",302,None
Our beloved member,<Post CZ1nXCfIrid>,75,11,"['jointhepact', 'linkinbio', 'tno', 'mathlete', 'newcollection', '2022', 'inspiration', 'connection', 'makeanimpact', 'boardingschoolfit', 'bolgraphics', 'excellentconstruction']",11/02/22,"Our beloved member @ebenbadu presents TNO’s new collection… 𝗦𝗽𝗿𝗶𝗻𝗴 / 𝗦𝘂𝗺𝗺𝗲𝗿 𝟮𝟮: 𝗠𝗔𝗧𝗛𝗟𝗘𝗧𝗘 

“The new collection is playful, colorful and bright with thematic references and bold graphics, set on a stage of excellent construction, fabrics and playful design.”
We can’t wait for spring… ☀️🤎
Concept and creative direction by @filmbyebs 
Photography by @sekyii 
Models @iamsoftcare & @ty.ronn_ @_realthymar the students of the boarding school, Ghana @aquinasofficial 
Styling by @lawrie_abei @donnarachael_ 

*
*
*
*
#jointhepact 
#linkinbio #TNO #mathlete #newcollection #2022 #inspiration #connection #makeanimpact #boardingschoolfit #bolgraphics #excellentconstruction",667,"[{'text': '🔥🔥🔥', 'length': 3}, {'text': '😍🔥', 'length': 2}, {'text': 'Let’s gooo!!!!! 🔥🔥🔥🔥🔥', 'length': 21}, {'text': 'I love it!', 'length': 10}, {'text': '👏🏽🔥', 'length': 3}, {'text': '🙌🔥', 'length': 2}]"
"Individually, we are",<Post CZzJO8FICMm>,-1,4,"['jointhepact', 'linkinbio', 'community', 'one', 'drop', 'together', 'makingwaves', 'likeapact', 'sidebyside', 'teamworkmakesthedreamwork', 'onepact']",10/02/22,"Individually, we are one drop. Together, we can make waves. 🌊 link in bio to join our pact
*
*
*
*
*
#jointhepact 
#linkinbio #community #one #drop #together #makingwaves #likeapact #sidebyside #teamworkmakesthedreamwork #onepact",229,"[{'text': '❤️', 'length': 2}, {'text': 'totally😍👏', 'length': 9}]"
We hosted another,<Post CZhRz04ofLW>,40,16,"['jointhepact', 'linkinbio', 'projectrecap', 'panelgroups', 'letsdiscuss', 'raiseyourvoice', 'speakyourmind', 'vision', 'advice']",03/02/22,"We hosted another panel group! For two hours we discussed, debated, asked questions and talked about your interests and needs. Because PACT believes in the new generation’s vision. And we’re here to provide the youth with a place to speak their mind.

Our client uses this information to create content that you actually care about, so stay tuned for the outcome of this project!
*
*
*
*
#jointhepact 
#linkinbio #projectrecap #panelgroups #letsdiscuss #raiseyourvoice #speakyourmind #vision #advice",499,"[{'text': '🙌🙌', 'length': 2}, {'text': 'Cool!😍🔥', 'length': 7}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Yesss', 'length': 5}, {'text': '👏👏👏', 'length': 3}, {'text': '✊🏾', 'length': 2}, {'text': 'Was fun! 👏', 'length': 10}, {'text': '🙌', 'length': 1}]"
Ba da bing,<Post CZH9ux-IQ5A>,-1,1,"['refreshedfeed', 'youdecide', 'buildingpacttogether', 'out', 'with', 'the', 'old', 'in', 'with', 'the', 'new', 'newlook', 'sameneergy', 'newfeed', 'jointhepact', 'forourpact', 'withourpact', 'throughourpact']",24/01/22,"Ba da bing ba da bum…. The results are in! You decided what the next look of our feed is going to be so thank y’all for voting. Swipe to see what’s up, from now on we’ll be giving you the same energy, but with a fresh aesthetic 🪄🪄🪄
*
*
*
*
#refreshedfeed
#youdecide
#buildingpacttogether 
#out #with #the #old #in #with #the #new #newlook #sameneergy #newfeed #jointhepact #forourpact #withourpact #throughourpact",413,"[{'text': '🙌', 'length': 1}]"
Are you into,<Post CY_4NSMoVuo>,-1,6,"['refreshedfeed', 'youdecide', 'buildingpacttogether', 'out', 'with', 'the', 'old', 'in', 'with', 'the', 'new', 'newlook', 'sameneergy', 'newfeed', 'jointhepact', 'forourpact', 'withourpact', 'throughourpact']",21/01/22,"Are you into designing? Opinionated about colors, textures and shapes? Let’s hear it then! 
This edition of our popular Dilemma’s is the moment where we (you+us) can decide what our new feed is gonna look like. Now in our stories. Making decisions like a pact 🤝
*
*
*
*

#refreshedfeed
#youdecide
#buildingpacttogether 
#out #with #the #old #in #with #the #new #newlook #sameneergy #newfeed #jointhepact #forourpact #withourpact #throughourpact",444,"[{'text': '🙌❤️😍 yes yes', 'length': 12}, {'text': 'whooo🔥👏', 'length': 7}, {'text': 'Love it!! 😍', 'length': 11}]"
Bold and beautiful,<Post CY9T4Qwo6YM>,-1,1,"['comingsoon', 'refreshedfeed', 'out', 'with', 'the', 'old', 'in', 'with', 'the', 'new', 'newlook', 'sameneergy', 'newfeed', 'jointhepact', 'forourpact', 'withourpact', 'throughourpact']",20/01/22,"Bold and beautiful with a touch of orange. The PACT’s team is working on a refreshed feed, check our page tomorrow. 
*
*
*
*
*
*
#comingsoon
#refreshedfeed 
#out #with #the #old #in #with #the #new #newlook #sameneergy #newfeed #jointhepact #forourpact #withourpact #throughourpact",281,"[{'text': '🙌🙌🙌 exciting', 'length': 12}]"
"🚨We are expanding,",<Post CYjf8dFosNN>,-1,3,"['jointhepact', 'linkinbio', 'jointheteam', 'dontforgettoshare', 'lookingforanintern', 'whowantstogrow', 'wholikestoconnect', 'wholikestoinspire', 'wholikestomakeanimpact', 'connections', 'makeimpact', 'youngcreatives', 'growingoldergettingbolder']",10/01/22,"🚨We are expanding, PACT is looking for a new intern! 🚨Are you that special someone? Someone who knows a thing or two about designing, Photoshop and social media, but also likes to think about concepts & creating. Someone who is not afraid of a little challenge. And someone who won’t be getting anyone’s coffee order, but will join the team with some real responsibilities. Check the full description in bio.
*
*
*
*
#jointhepact 
#linkinbio #jointheteam #dontforgettoshare #lookingforanintern #whowantstogrow #wholikestoconnect #wholikestoinspire #wholikestomakeanimpact #connections #makeimpact #youngcreatives ##growingoldergettingbolder",640,"[{'text': '🔥', 'length': 1}, {'text': 'yeesss🔥🙌', 'length': 8}]"
A new project,<Post CYZRztpIJCx>,37,8,"['jointhepact', 'projectalert', 'areyouthesportsfanaticweareloo', 'shareyouropinion', 'earnsomecoin', 'sports', 'streetwear', 'panelgroups', 'online', 'feeincluded', 'connections', 'makeimpact', 'youngcreatives']",06/01/22,"A new project alert! PACT collabs with an international sports brand and we need YOU to share your opinion in an online panel. We need people aged 18-28 who feel affiliated with sports and streetwear and like to speak their mind. Swipe for details, spots are limited 🤙
Like this post, follow our IG & mail to: misha@kultandace.com to participate.
*
*
*
*
*
*
*
*
*
*
#jointhepact 
#projectalert #areyouthesportsfanaticwearelookingfor #shareyouropinion #earnsomecoin #sports #streetwear #panelgroups #online #feeincluded #connections #makeimpact #youngcreatives",560,"[{'text': '😍', 'length': 1}, {'text': '🙌', 'length': 1}, {'text': '👏', 'length': 1}, {'text': 'Ik heb evt interesse voor de 13de, kan ik wat meer info krijgen?', 'length': 64}]"
🧡A MAJOR SHOUTOUT,<Post CYJt_W_pFv7>,41,16,"['jointhepact', 'makeanimpact', 'connect', 'inspire']",31/12/21,"🧡A MAJOR SHOUTOUT TO OUR PACT! Our beautiful pact is a group of amazing people ranging from designers to photographers, creative entrepreneurs, music artists and more, but they all have one thing in common: their love for creating. Keep making an impact, keep growing, keep connecting. On to a bright new year where we all can hopefully connect more in person! 🌍
* 
*
*
*
#jointhepact 
#makeanimpact #connect #inspire",417,"[{'text': '❤️❤️', 'length': 4}, {'text': '😍😍😍😍🔥 yes', 'length': 9}, {'text': '⚡️⚡️', 'length': 4}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'whooo🔥', 'length': 6}, {'text': 'Happy New Yeaaaaar y’all! ✨🔥', 'length': 28}, {'text': '🙌', 'length': 1}, {'text': '🚀🚀🚀', 'length': 3}, {'text': '❤️❤️', 'length': 4}, {'text': '❤️❤️', 'length': 4}]"
@benjaminsacks is the,<Post CYE7OWdozQm>,49,6,"['jointhepact', 'projectrecap', 'elle', 'congratulations', 'ellemagazine', 'lastpage', 'pactpeople', 'singyoursong', 'vulnerabletunes', 'melodies', 'inspiration', 'newgeneration', 'connect', 'getinspired', 'power', 'impact', 'memberwork']",29/12/21,"@benjaminsacks is the artist that PACT highlighted in our monthly member page in ELLE magazine. His new EP will release this January, which he created together with his friend Daan Verheugt. They are not afraid to address the bigger topics in life (mental health, insecurities) but have found a way to do so via intimate and vulnerable melodies. Keep an eye on this one! 👀
*
#jointhepact 
#projectrecap #elle #congratulations #ellemagazine #lastpage #pactpeople #singyoursong #vulnerabletunes #melodies #inspiration #newgeneration #connect #getinspired #power #impact #memberwork",579,"[{'text': '😍😍😍', 'length': 3}, {'text': '🙌', 'length': 1}, {'text': '😍', 'length': 1}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '😍', 'length': 1}, {'text': '❤️❤️❤️', 'length': 6}]"
🙌The last week,<Post CX_09ISoa6Y>,39,7,"['jointhepact', 'membernews', 'visionpreneur', 'ourambitiousmembers', 'uncompromising', 'unapologetic', 'energy', 'buildyourbrand', 'membernews', 'inclusivity', 'visionpreneur', 'visionboard', 'youngcreativescene', 'pactworldwide', 'connections', 'collective', 'newgeneration', 'news', 'connect', 'getinspired', 'power', 'impact', 'memberwork']",27/12/21,"🙌The last week of 2021 so we wanna introduce you to someone special on your TL! Kietoera is one of our most ambitious young members and we love to see it. Her positive work ethic, uncompromising determination and radiant energy helped her build her own brand: @vision_preneur. A platform where she helps young female entrepreneurs with business advice, brainstorm sessions and… vision board kits! A vision board kit helps you to visualize your dreams and goals in a fun and creative way. End your year on a positive note and order yours now!
*
*
*
*
#jointhepact
#membernews
#visionpreneur #ourambitiousmembers #uncompromising #unapologetic #energy #buildyourbrand #membernews #inclusivity #visionpreneur #visionboard #youngcreativescene #pactworldwide #connections #collective #newgeneration #news #connect #getinspired #power #impact #memberwork",847,"[{'text': '❤️❤️❤️', 'length': 6}, {'text': 'yesss👏😍', 'length': 7}, {'text': '😍👏 @kietoerapendisa', 'length': 19}, {'text': 'Love it! 🔥', 'length': 10}]"
WINNER TIME! For,<Post CX1Hv1MoELY>,10,1,"['jointhepact', 'surveytime', 'partnershime', 'outcome', 'christmasrefreshed', 'congratulations', 'dinenrfortwo', 'impact', 'shareyouropinion', 'speakyourmind', 'outwiththeold', 'inwiththenew', 'refreshed', 'xmas', 'opentonewideas', 'newgeneration', 'connect', 'getinspired', 'power', 'impact', 'memberwork']",23/12/21,"WINNER TIME! For one of our partnerships we were curious about PACT’s view on Christmas, and we’d like to thank everyone who participated for sharing their opinion. Because of you we know how to refresh Christmas. To the participant that won the survey we wanna say: Congratulations & enjoy your wonderful high end dinner (because of covid, this time delivered at your doorstep, details have been sent to your email)!
*
*
*
*
*
*
#jointhepact 
#surveytime #partnershime #outcome #christmasrefreshed #congratulations #dinenrfortwo #impact #shareyouropinion #speakyourmind #outwiththeold #inwiththenew #refreshed #xmas #opentonewideas#newgeneration #connect #getinspired #power #impact #memberwork",695,"[{'text': '👏', 'length': 1}]"
🎁🎁PACT’S GIFT GUIDE,<Post CXwB08JocZs>,25,10,"['jointhepact', 'pactsgiftguide', 'pactmembers', 'ourpact', 'yourpact', 'impact', 'happyholidays', 'gitsforeverybody', 'buyyourselfsomethingpretty', 'newgeneration', 'support', 'likeandsave', 'connect', 'getinspired', 'supportyourlocalpact', 'memberwork']",21/12/21,"🎁🎁PACT’S GIFT GUIDE part 2! Products made by our PACT members, and damn they do not disappoint. Check out what our pact has to offer or save for later. Happy holidays y’all & stay healthy!
*
*
*
*
*
#jointhepact 
#pactsgiftguide
#pactmembers #ourpact #yourpact #impact #happyholidays #gitsforeverybody #buyyourselfsomethingpretty #newgeneration #support #likeandsave #connect #getinspired #supportyourlocalpact #memberwork",422,"[{'text': '🎁🎄', 'length': 2}, {'text': '😍😍😍😍👏👏👏', 'length': 7}, {'text': '❤️❤️', 'length': 4}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '➕➕➕', 'length': 3}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '😍', 'length': 1}]"
